period_m,year,month,quarter,flow,province,country,description,hs2,hs4,hs6,hs8,hs10,section,section_name,chapter_name,value,quantity,uom_text,uom_code,uom_status,has_quantity,is_ch98,is_suppressed,is_outlier,median_value_hs8,lower_bound_hs8,upper_bound_hs8
2024-09,2024,9,3,Import,British Columbia,Brazil,"Furniture, of wood, used in the bedroom, o/t cribs/bunk beds",00,0000,000000,00000094,0000009403,,,,240648,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2025-08,2025,8,3,Import,British Columbia,Brazil,"Furniture, of wood, used in the bedroom, o/t cribs/bunk beds",00,0000,000000,00000094,0000009403,,,,155848,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2025-07,2025,7,3,Import,British Columbia,Brazil,"Desks, wood, domestic, o/t children's furniture",00,0000,000000,00000094,0000009403,,,,930,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-11,2025,11,4,Import,British Columbia,Brazil,"Desks, wood, domestic, o/t children's furniture",00,0000,000000,00000094,0000009403,,,,1549,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-01,2024,1,1,Import,British Columbia,Brazil,"Cabinets of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,26793,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-07,2024,7,3,Import,British Columbia,Brazil,"Cabinets of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,31718,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-06,2025,6,2,Import,British Columbia,Brazil,"Cabinets of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,36873,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2025-05,2025,5,2,Import,British Columbia,Brazil,"Furniture, outdoor, of wood, for domestic purposes",00,0000,000000,00000094,0000009403,,,,3208,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-03,2024,3,1,Import,British Columbia,Brazil,"Shelving, of wood, for domestic purposes",00,0000,000000,00000094,0000009403,,,,9243,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-12,2024,12,4,Import,British Columbia,Brazil,"Shelving, of wood, for domestic purposes",00,0000,000000,00000094,0000009403,,,,44097,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2025-03,2025,3,1,Import,British Columbia,Brazil,"Shelving, of wood, for domestic purposes",00,0000,000000,00000094,0000009403,,,,48423,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2025-05,2025,5,2,Import,British Columbia,Brazil,"Shelving, of wood, for domestic purposes",00,0000,000000,00000094,0000009403,,,,65854,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2024-04,2024,4,2,Import,British Columbia,Brazil,"Furniture, of wood, for living room, for domestic purposes",00,0000,000000,00000094,0000009403,,,,20556,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-05,2024,5,2,Import,British Columbia,Brazil,"Furniture, of wood, for living room, for domestic purposes",00,0000,000000,00000094,0000009403,,,,19636,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-09,2024,9,3,Import,British Columbia,Brazil,"Furniture, of wood, for living room, for domestic purposes",00,0000,000000,00000094,0000009403,,,,25477,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-01,2025,1,1,Import,British Columbia,Brazil,"Furniture, of wood, for living room, for domestic purposes",00,0000,000000,00000094,0000009403,,,,19406,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-12,2025,12,4,Import,British Columbia,Brazil,"Furniture, of wood, for living room, for domestic purposes",00,0000,000000,00000094,0000009403,,,,26046,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-03,2024,3,1,Import,British Columbia,Brazil,"Furniture, of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,73419,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2024-10,2024,10,4,Import,British Columbia,Brazil,"Furniture, of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,115564,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2024-12,2024,12,4,Import,British Columbia,Brazil,"Furniture, of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,38724,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2025-06,2025,6,2,Import,British Columbia,Brazil,"Furniture, of wood, nes, for domestic purposes",00,0000,000000,00000094,0000009403,,,,33979,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2024-08,2024,8,3,Import,British Columbia,Brazil,"Shelving, of wood, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,1631,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-10,2024,10,4,Import,British Columbia,Brazil,"Shelving, of wood, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,210,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-09,2024,9,3,Import,British Columbia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,3868,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-12,2024,12,4,Import,British Columbia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,6129,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-01,2025,1,1,Import,British Columbia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,4624,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-07,2025,7,3,Import,British Columbia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,576,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-09,2025,9,3,Import,British Columbia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,455,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-11,2025,11,4,Import,British Columbia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,275,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-04,2024,4,2,Import,British Columbia,Brazil,"Parts, of furniture, other than for table or counter tops, of wood",00,0000,000000,00000094,0000009403,,,,33390,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2024-12,2024,12,4,Import,British Columbia,Brazil,"Parts, of furniture, of metal, other than for frames",00,0000,000000,00000094,0000009403,,,,757,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-05,2024,5,2,Import,British Columbia,Brazil,"Parts, of furniture, nes",00,0000,000000,00000094,0000009403,,,,3411,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-07,2024,7,3,Import,British Columbia,Brazil,"Parts, of furniture, nes",00,0000,000000,00000094,0000009403,,,,2377,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-01,2025,1,1,Import,British Columbia,Brazil,"Parts, of furniture, nes",00,0000,000000,00000094,0000009403,,,,473,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-05,2025,5,2,Import,British Columbia,Brazil,"Parts, of furniture, nes",00,0000,000000,00000094,0000009403,,,,454,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2025-12,2025,12,4,Import,British Columbia,Brazil,"Parts, of furniture, nes",00,0000,000000,00000094,0000009403,,,,3665,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-04,2024,4,2,Import,British Columbia,Brazil,Sleeping bags,00,0000,000000,00000094,0000009404,,,,1,0,Number,NMB,Error,True,False,False,False,2757.5,0.0,32998.375
2024-08,2024,8,3,Import,British Columbia,Brazil,"Reduced-size model assembly kits,o/t electric trains,w/n working models,nes",00,0000,000000,00000095,0000009503,,,,33,0,Blank,BLANK,OK,False,False,False,False,187.0,0.0,14085.25
2025-08,2025,8,3,Import,British Columbia,Brazil,"Illuminated signs,name-plates,permt fixed lt src, dsnd f use solely w LED lt src",00,0000,000000,00000094,0000009405,,,,21675,23,Number,NMB,OK,True,False,False,False,2757.5,0.0,32998.375
2024-08,2024,8,3,Import,British Columbia,Brazil,"Games, operated by coins/banknotes/bank cards/tokens/other means of payment, nes",00,0000,000000,00000095,0000009504,,,,105,0,Blank,BLANK,OK,False,False,False,False,187.0,0.0,14085.25
2024-10,2024,10,4,Import,British Columbia,Brazil,"Games, operated by coins/banknotes/bank cards/tokens/other means of payment, nes",00,0000,000000,00000095,0000009504,,,,8,0,Blank,BLANK,OK,False,False,False,False,187.0,0.0,14085.25
2025-06,2025,6,2,Import,British Columbia,Brazil,"Water-skis, surf-boards & other water-sport equipment, other than sailboards,nes",00,0000,000000,00000095,0000009506,,,,6210,0,Blank,BLANK,OK,False,False,False,False,187.0,0.0,14085.25
2024-07,2024,7,3,Import,British Columbia,Brazil,"Distemper or similar brushes, nes, o/t artist and comestic; paint pads",00,0000,000000,00000096,0000009603,,,,182,1,Number of dozens,DZN,OK,True,False,False,False,150.0,0.0,2177.875
2024-08,2024,8,3,Import,British Columbia,Brazil,Brooms,00,0000,000000,00000096,0000009603,,,,478,1,Number of dozens,DZN,OK,True,False,False,False,150.0,0.0,2177.875
2024-11,2024,11,4,Import,British Columbia,Brazil,"Pens and markers, felt tipped and other porous-tipped, fine tip",00,0000,000000,00000096,0000009608,,,,526,5,Number of dozens,DZN,OK,True,False,False,False,150.0,0.0,2177.875
2025-06,2025,6,2,Import,British Columbia,Brazil,"Pens and markers, felt tipped and other porous-tipped, fine tip",00,0000,000000,00000096,0000009608,,,,47,0,Number of dozens,DZN,Error,True,False,False,False,150.0,0.0,2177.875
2024-07,2024,7,3,Import,British Columbia,Brazil,"Incontinent briefs,underpants & sim sanit art f incontinence,f person,o/t babies",00,0000,000000,00000096,0000009619,,,,281,27,Weight in kilograms,KGM,OK,True,False,False,False,150.0,0.0,2177.875
2025-09,2025,9,3,Import,British Columbia,Brazil,"Collections and colls' pieces, o/t human/extinct/endangered species & parts t/o",00,0000,000000,00000097,0000009705,,,,3458,0,Blank,BLANK,OK,False,False,False,False,6761.0,0.0,39240.5
2024-06,2024,6,2,Import,British Columbia,Brazil,"Low value shipment < $500, imported by mail, within 5% of M.F.N. Tariff (8%)",00,0000,000000,00000098,0000009825,,,,7,0,Blank,BLANK,OK,False,False,False,False,350.5,0.0,81568.875
2024-02,2024,2,1,Import,British Columbia,Brazil,"Low value shipment < $500, imported by mail, <= 5% of M.F.N. Tariff",00,0000,000000,00000098,0000009825,,,,39,0,Blank,BLANK,OK,False,False,False,False,350.5,0.0,81568.875
2025-03,2025,3,1,Import,British Columbia,Brazil,Low value import transactions and confidential commodities,00,0000,000000,00000099,0000009901,,,,77,0,Blank,BLANK,OK,False,False,False,False,60017.5,0.0,309124.25
2024-11,2024,11,4,Import,Yukon,Brazil,"Motor veh,transp goods,with only diesel/semi-diesel engine,GVW >15 but <= 20 ton",00,0000,000000,00000087,0000008704,,,,10400,1,Number,NMB,OK,True,False,False,False,1450.0,0.0,17797.0
2025-05,2025,5,2,Import,Newfoundland and Labrador,Brazil,"Casings,iron/steel,int/ext circ c-sect,wld ext diam >406.4,oil/gas drill,nes",00,0000,000000,00000073,0000007305,,,,9882227,1375995,Weight in kilograms,KGM,OK,True,False,False,True,731.0,0.0,11567.0
2024-08,2024,8,3,Import,Newfoundland and Labrador,Brazil,"S-adh film, tape, o flat sh, of PVC rolls<=20cm wd, for retail sale",00,0000,000000,00000039,0000003919,,,,459,13,Weight in kilograms,KGM,OK,True,False,False,False,1661.0,0.0,69333.625
2025-03,2025,3,1,Import,Newfoundland and Labrador,Brazil,Textile fire hose,00,0000,000000,00000059,0000005909,,,,201,15,Length in metres,MTR,OK,True,False,False,False,8655.0,0.0,80521.25
2025-05,2025,5,2,Import,Nova Scotia,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1629985,6740630,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2024-11,2024,11,4,Import,Nova Scotia,Brazil,"Bovine cuts, boneless, o/t veal/processed, frozen, within access commitment, nes",00,0000,000000,00000002,0000000202,,,,159035,24906,Weight in kilograms,KGM,OK,True,False,False,False,270200.0,0.0,2002886.0
2024-04,2024,4,2,Import,Nova Scotia,Brazil,"Refined sugar, nes, in solid form",00,0000,000000,00000017,0000001701,,,,31792,19,Weight in metric tonne,TNE,OK,True,False,False,False,8149.0,0.0,368605.5
2024-04,2024,4,2,Import,Nova Scotia,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1370386,10020430,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2025-11,2025,11,4,Import,Nova Scotia,Brazil,"Refined sugar, nes, in solid form",00,0000,000000,00000017,0000001701,,,,36642,25,Weight in metric tonne,TNE,OK,True,False,False,False,8149.0,0.0,368605.5
2024-05,2024,5,2,Import,Nova Scotia,Brazil,"Fruit/nuts/edible plant parts,o/w prep/presvd,w/n sug/sweet/spirit,nes,not pufrs",00,0000,000000,00000020,0000002008,,,,41757,26400,Weight in kilograms,KGM,OK,True,False,False,False,5519.0,0.0,201426.75
2025-03,2025,3,1,Import,Nova Scotia,Brazil,"Refined sugar, nes, in solid form",00,0000,000000,00000017,0000001701,,,,67704,50,Weight in metric tonne,TNE,OK,True,False,False,False,8149.0,0.0,368605.5
2025-03,2025,3,1,Import,Nova Scotia,Brazil,"Fruit/nuts/edible plant parts,o/w prep/presvd,w/n sug/sweet/spirit,nes,not pufrs",00,0000,000000,00000020,0000002008,,,,247267,157380,Weight in kilograms,KGM,OK,True,False,False,True,5519.0,0.0,201426.75
2025-06,2025,6,2,Import,Nova Scotia,Brazil,"Refined sugar, nes, in solid form",00,0000,000000,00000017,0000001701,,,,33733,25,Weight in metric tonne,TNE,OK,True,False,False,False,8149.0,0.0,368605.5
2024-09,2024,9,3,Import,Nova Scotia,Brazil,"Fruit/nuts/edible plant parts,o/w prep/presvd,w/n sug/sweet/spirit,nes,not pufrs",00,0000,000000,00000020,0000002008,,,,248723,158400,Weight in kilograms,KGM,OK,True,False,False,True,5519.0,0.0,201426.75
2025-06,2025,6,2,Import,Nova Scotia,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1568798,9584406,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2025-11,2025,11,4,Import,Nova Scotia,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,3454024,20868097,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2025-09,2025,9,3,Import,Nova Scotia,Brazil,"Chemical products and preparations, of the chemical or allied industries, nes",00,0000,000000,00000038,0000003824,,,,26252,12000,Weight in kilograms,KGM,OK,True,False,False,False,13806.0,0.0,207605.25
2025-04,2025,4,2,Import,Nova Scotia,Brazil,"Flower pots, of plastics",00,0000,000000,00000039,0000003924,,,,33875,0,Blank,BLANK,OK,False,False,False,False,1661.0,0.0,69333.625
2024-05,2024,5,2,Import,Nova Scotia,Brazil,"Pneumatic tires,new,of rubber,for motor cars,incl station wagons and racing cars",00,0000,000000,00000040,0000004011,,,,685,4,Number,NMB,OK,True,False,False,False,1135.0,0.0,24358.0
2025-11,2025,11,4,Import,Nova Scotia,Brazil,"Leather,bov/equ,nes,sides,grain splits,parch-dress,prep a tan/crustg,w/o hair on",00,0000,000000,00000041,0000004107,,,,266242,11154,Area in square metres,MTK,OK,True,False,False,True,4328.0,0.0,54854.25
2024-11,2024,11,4,Import,Nova Scotia,Brazil,"Mouldings, construction type, of non-coniferous",00,0000,000000,00000044,0000004409,,,,30439,9193,Length in metres,MTR,OK,True,False,False,False,10365.0,0.0,153842.0
2025-12,2025,12,4,Import,Nova Scotia,Brazil,"Medium density fibreboard (MDF),of wood fib/o ligneous materials, thick >9mm,nes",00,0000,000000,00000044,0000004411,,,,20823,20343,Weight in kilograms,KGM,OK,True,False,False,False,10365.0,0.0,153842.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Plywood, ven panels & simiar lam wood, w both outer plies of coniferous wood,nes",00,0000,000000,00000044,0000004412,,,,36292,36,Volume in cubic metres,MTQ,OK,True,False,False,False,10365.0,0.0,153842.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Doors, of wood, o/t of tropical wood, nes",00,0000,000000,00000044,0000004418,,,,13435,192,Number,NMB,OK,True,False,False,False,10365.0,0.0,153842.0
2025-08,2025,8,3,Import,Nova Scotia,Brazil,"Frames and thresholds, for doors, of wood, o/t of tropical wood",00,0000,000000,00000044,0000004418,,,,8863,1071,Number,NMB,OK,True,False,False,False,10365.0,0.0,153842.0
2024-04,2024,4,2,Import,Nova Scotia,Brazil,"Paper & paperboard,kraft,unctd,bleached,rolls/sht,<=150g/m2,o/t No 48.02/03,nes",00,0000,000000,00000048,0000004804,,,,96765,75,Weight in metric tonne,TNE,OK,True,False,False,False,7465.5,0.0,175810.125
2025-06,2025,6,2,Import,Nova Scotia,Brazil,"Other women's footwear,val>=$30.00 per pair,outer soles rbr/plas,leather upp,nes",00,0000,000000,00000064,0000006403,,,,5176,105,Number of pairs,PAR,OK,True,False,False,False,969.0,0.0,15174.375
2024-10,2024,10,4,Import,Nova Scotia,Brazil,"Tiles,of ceramic,glazed,with a surface area >= 103cm2, water absorp coef <= 0.5%",00,0000,000000,00000069,0000006907,,,,9457,1232,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2025-03,2025,3,1,Import,Nova Scotia,Brazil,"Flags,pav,hearth/wall tiles,ceram, glazed, absorp>0.5%<=10%, o/t 6907.30/40, nes",00,0000,000000,00000069,0000006907,,,,8744,1870,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2024-08,2024,8,3,Import,Nova Scotia,Brazil,"Mosaic tiles, ceramic, glazed, surface area >= 103 cm2, o/t 6907.40",00,0000,000000,00000069,0000006907,,,,1746,199,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2024-11,2024,11,4,Import,Nova Scotia,Brazil,"Bars,rods,tire cord-qlty stl wire,def Stat Note2,hr,iwc,cc-s<14mm,n temp/etc,nes",00,0000,000000,00000072,0000007213,,,,1567436,1139615,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2024-04,2024,4,2,Import,Nova Scotia,Brazil,"Forged bars and rods of iron or non-alloy steel, hot rolled",00,0000,000000,00000072,0000007214,,,,849752,355330,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2025-08,2025,8,3,Import,Nova Scotia,Brazil,"Forged bars and rods of iron or non-alloy steel, hot rolled",00,0000,000000,00000072,0000007214,,,,1025554,783020,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2025-07,2025,7,3,Import,Nova Scotia,Brazil,"Casings,iron/steel,int/ext circ c-sect,wld ext diam >406.4,oil/gas drill,nes",00,0000,000000,00000073,0000007305,,,,130728,8770,Weight in kilograms,KGM,OK,True,False,False,True,731.0,0.0,11567.0
2024-04,2024,4,2,Import,Nova Scotia,Brazil,"Other casing,for drilling oil/gas,iron/steel,ext diam >298.5 mm,etc.,nes",00,0000,000000,00000073,0000007306,,,,434636,55790,Weight in kilograms,KGM,OK,True,False,False,True,731.0,0.0,11567.0
2024-03,2024,3,1,Import,Nova Scotia,Brazil,"Titanium and articles thereof, nes",00,0000,000000,00000081,0000008108,,,,536,0,Weight in kilograms,KGM,Error,True,False,False,False,15269.0,0.0,88610.5
2025-05,2025,5,2,Import,Nova Scotia,Brazil,"Other household hand tools, of base metal, nes",00,0000,000000,00000082,0000008205,,,,337,0,Blank,BLANK,OK,False,False,False,False,1007.0,0.0,22003.75
2024-09,2024,9,3,Import,Nova Scotia,Brazil,"Buckles,buckle clasps & parts t/o, of base metal, used for clothing/footwear/etc",00,0000,000000,00000083,0000008308,,,,1330,51,Weight in kilograms,KGM,OK,True,False,False,False,701.0,0.0,7754.875
2025-10,2025,10,4,Import,Nova Scotia,Brazil,Chain saw parts,00,0000,000000,00000084,0000008467,,,,772,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,Parts for mchy for wash/screen coal and other sort/screen/separating/wash mach,00,0000,000000,00000084,0000008474,,,,853511,0,Blank,BLANK,OK,False,False,False,True,3527.0,0.0,54860.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Generating sets,w compression ignt int combus pstn eng,diesel/semi-dies,>375kVA",00,0000,000000,00000085,0000008502,,,,495298,4,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2025-10,2025,10,4,Import,Nova Scotia,Brazil,"Generating sets,w compression ignt int combus pstn eng,diesel/semi-dies,>375kVA",00,0000,000000,00000085,0000008502,,,,612085,6,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2024-01,2024,1,1,Import,Nova Scotia,Brazil,"Liquid dielectric transformers,with a power handling capacity >2500 <=10000 kVA",00,0000,000000,00000085,0000008504,,,,574395,14,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2024-02,2024,2,1,Import,Nova Scotia,Brazil,"Other electrical connectors,for switching/protec elec circuit, vltge > 1000V,nes",00,0000,000000,00000085,0000008535,,,,54415,12000,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2025-06,2025,6,2,Import,Nova Scotia,Brazil,"Electrical conductors, nes",00,0000,000000,00000085,0000008544,,,,6273,0,Blank,BLANK,OK,False,False,False,False,1864.5,0.0,34311.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Parts, nes, of aeroplanes, helicopters or unmanned aircraft",00,0000,000000,00000088,0000008807,,,,284,0,Blank,BLANK,OK,False,False,False,False,68229.0,0.0,683684.75
2024-02,2024,2,1,Import,Nova Scotia,Brazil,Bunk beds of wood,00,0000,000000,00000094,0000009403,,,,43037,0,Blank,BLANK,OK,False,False,False,True,2757.5,0.0,32998.375
2024-10,2024,10,4,Import,Nova Scotia,Brazil,"Furniture, of wood, nes, o/t for domestic purposes",00,0000,000000,00000094,0000009403,,,,326,0,Blank,BLANK,OK,False,False,False,False,2757.5,0.0,32998.375
2024-12,2024,12,4,Import,New Brunswick,Brazil,"Grasses, palm leaves, mosses and lichens, for bouquets/ornamental purp,o/t fresh",00,0000,000000,00000006,0000000604,,,,49,0,Blank,BLANK,OK,False,False,False,False,283.5,0.0,3517.5
2025-02,2025,2,1,Import,New Brunswick,Brazil,"Cut flowers & flower buds f bouquets/ornamental purp,dried/dyed/bl or o/w prepr",00,0000,000000,00000006,0000000603,,,,18,0,Blank,BLANK,OK,False,False,False,False,283.5,0.0,3517.5
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Cut flowers & flower buds f bouquets/ornamental purp,dried/dyed/bl or o/w prepr",00,0000,000000,00000006,0000000603,,,,10,0,Blank,BLANK,OK,False,False,False,False,283.5,0.0,3517.5
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, certified organic",00,0000,000000,00000009,0000000901,,,,5287,472,Weight in kilograms,KGM,OK,True,False,False,False,3186.5,0.0,85006.125
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, certified organic",00,0000,000000,00000009,0000000901,,,,16480,1121,Weight in kilograms,KGM,OK,True,False,False,False,3186.5,0.0,85006.125
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, not certified organic",00,0000,000000,00000009,0000000901,,,,5990,535,Weight in kilograms,KGM,OK,True,False,False,False,3186.5,0.0,85006.125
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Vegetable seeds,f sowing, bulk/packages >500g,pack >=25g valued >=$5.50/500g,nes",00,0000,000000,00000012,0000001209,,,,206,0,Weight in kilograms,KGM,Error,True,False,False,False,1363.0,0.0,28588.0
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Microbial fats and oils and their fractions,w/n refined, not chemically modified",00,0000,000000,00000015,0000001515,,,,22906,1814,Weight in kilograms,KGM,OK,True,False,False,False,2414.5,0.0,92549.25
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Vegetable waxes, o/t triglycerides, whether or not refined or coloured",00,0000,000000,00000015,0000001521,,,,664,25,Weight in kilograms,KGM,OK,True,False,False,False,2414.5,0.0,92549.25
2024-12,2024,12,4,Import,New Brunswick,Brazil,"Cocoa beans, whole or broken, raw or roasted",00,0000,000000,00000018,0000001801,,,,102,0,Weight in metric tonne,TNE,Error,True,False,False,False,700.0,0.0,9940.875
2025-04,2025,4,2,Import,New Brunswick,Brazil,"Cocoa beans, whole or broken, raw or roasted",00,0000,000000,00000018,0000001801,,,,55,0,Weight in metric tonne,TNE,Error,True,False,False,False,700.0,0.0,9940.875
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Bread, nes, in packages <= 11.34 kg",00,0000,000000,00000019,0000001905,,,,18939,1782,Weight in kilograms,KGM,OK,True,False,False,True,540.5,0.0,7758.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Orange juice, not concentrated, fortified with vitamins or minerals, nes",00,0000,000000,00000022,0000002202,,,,76202,79327,Volume in litres,LTR,OK,True,False,False,True,1731.0,0.0,48725.125
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Feed supplements, including concentrates, nes",00,0000,000000,00000023,0000002309,,,,40371,26400,Weight in kilograms,KGM,OK,True,False,False,False,21037.0,0.0,236451.75
2025-05,2025,5,2,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, not certified organic",00,0000,000000,00000009,0000000901,,,,8484,472,Weight in kilograms,KGM,OK,True,False,False,False,3186.5,0.0,85006.125
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1770740,9927395,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1445941,8005731,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2024-05,2024,5,2,Import,New Brunswick,Brazil,Essential oils of orange,00,0000,000000,00000033,0000003301,,,,36,1,Weight in kilograms,KGM,OK,True,False,False,False,720.0,0.0,16354.5
2024-06,2024,6,2,Import,New Brunswick,Brazil,Essential oils of orange,00,0000,000000,00000033,0000003301,,,,42,1,Weight in kilograms,KGM,OK,True,False,False,False,720.0,0.0,16354.5
2024-12,2024,12,4,Import,New Brunswick,Brazil,Essential oils of orange,00,0000,000000,00000033,0000003301,,,,98,2,Weight in kilograms,KGM,OK,True,False,False,False,720.0,0.0,16354.5
2024-05,2024,5,2,Import,New Brunswick,Brazil,"Surface-active prep,washing and cleaning prep,w/n cont soap,o/t 34.01, pufrs,nes",00,0000,000000,00000034,0000003402,,,,494,15,Weight in kilograms,KGM,OK,True,False,False,False,544.0,0.0,25708.25
2024-06,2024,6,2,Import,New Brunswick,Brazil,Rubber cement,00,0000,000000,00000035,0000003506,,,,656,60,Weight in kilograms,KGM,OK,True,False,False,False,8360.0,0.0,250131.0
