period_m,year,month,quarter,flow,province,country,description,hs2,hs4,hs6,hs8,hs10,section,section_name,chapter_name,value,quantity,uom_text,uom_code,uom_status,has_quantity,is_ch98,is_suppressed,is_outlier,median_value_hs8,lower_bound_hs8,upper_bound_hs8
2025-01,2025,1,1,Import,Newfoundland and Labrador,Brazil,"Plates, sheets and strip, of vulcanized cellular rubber, o/t hard rubber",00,0000,000000,00000040,0000004008,,,,173,10,Weight in kilograms,KGM,OK,True,False,False,False,1135.0,0.0,24358.0
2024-02,2024,2,1,Import,Newfoundland and Labrador,Brazil,"Other AC motors, multi-phase, of an output exceeding 1875 kW",00,0000,000000,00000085,0000008501,,,,2558388,2,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2025-03,2025,3,1,Import,Newfoundland and Labrador,Brazil,"Parts, of hand tools, nes",00,0000,000000,00000084,0000008467,,,,46,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-10,2025,10,4,Import,Newfoundland and Labrador,Brazil,"Screws, whether/not with their nuts or washers, threaded, of iron/steel",00,0000,000000,00000073,0000007318,,,,8,0,Weight in kilograms,KGM,Error,True,False,False,False,731.0,0.0,11567.0
2025-11,2025,11,4,Import,Newfoundland and Labrador,Brazil,"Other AC motors, single-phase, power >750 W but <=3730 W",00,0000,000000,00000085,0000008501,,,,1209,1,Number,NMB,OK,True,False,False,False,1864.5,0.0,34311.0
2024-01,2024,1,1,Import,Nova Scotia,Brazil,"Bovine cuts, boneless, o/t veal/processed, frozen, within access commitment, nes",00,0000,000000,00000002,0000000202,,,,308144,49957,Weight in kilograms,KGM,OK,True,False,False,False,270200.0,0.0,2002886.0
2024-11,2024,11,4,Import,Nova Scotia,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1232677,8077863,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2024-12,2024,12,4,Import,Nova Scotia,Brazil,"Wings,tips,pts t/o,of fowl Gallus domesticus,frozen,nes,within access commitment",00,0000,000000,00000002,0000000207,,,,202186,50921,Weight in kilograms,KGM,OK,True,False,False,False,270200.0,0.0,2002886.0
2025-02,2025,2,1,Import,Nova Scotia,Brazil,"Sea fish, nes, frozen,o/t fish of No 03.04,o/t fish offal of Nos 0303.91-0303.99",00,0000,000000,00000003,0000000303,,,,371569,21400,Weight in kilograms,KGM,OK,True,False,False,True,12164.5,0.0,136548.75
2024-05,2024,5,2,Import,Nova Scotia,Brazil,"Dog or cat food, nes, put up for retail sale",00,0000,000000,00000023,0000002309,,,,483937,13304,Weight in kilograms,KGM,OK,True,False,False,True,21037.0,0.0,236451.75
2025-04,2025,4,2,Import,Nova Scotia,Brazil,"Fruit/nuts/edible plant parts,o/w prep/presvd,w/n sug/sweet/spirit,nes,not pufrs",00,0000,000000,00000020,0000002008,,,,207619,131150,Weight in kilograms,KGM,OK,True,False,False,True,5519.0,0.0,201426.75
2025-10,2025,10,4,Import,Nova Scotia,Brazil,"Refined sugar, nes, in solid form",00,0000,000000,00000017,0000001701,,,,69141,50,Weight in metric tonne,TNE,OK,True,False,False,False,8149.0,0.0,368605.5
2024-07,2024,7,3,Import,Nova Scotia,Brazil,"Paints,incl enamels, based on syn/chem mod poly,nes,dspr in a non-aqueous medium",00,0000,000000,00000032,0000003208,,,,99131,1070,Volume in litres,LTR,OK,True,False,False,True,1939.0,0.0,27382.375
2025-09,2025,9,3,Import,Nova Scotia,Brazil,"Other articles of plastics having specific uses, nes",00,0000,000000,00000039,0000003926,,,,5976,0,Blank,BLANK,OK,False,False,False,False,1661.0,0.0,69333.625
2024-04,2024,4,2,Import,Nova Scotia,Brazil,"Bushings,of vulcanized rubber,o/t hard/cellular rbr,f automotive goods of Ch 87",00,0000,000000,00000040,0000004016,,,,187,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-08,2024,8,3,Import,Nova Scotia,Brazil,"Leather,bov/equ,nes,sides,grain splits,parch-dress,prep a tan/crustg,w/o hair on",00,0000,000000,00000041,0000004107,,,,35014,643,Area in square metres,MTK,OK,True,False,False,False,4328.0,0.0,54854.25
2024-08,2024,8,3,Import,Nova Scotia,Brazil,"Articles of plastics and articles of other materials of Nos 39.01 to 39.14, nes",00,0000,000000,00000039,0000003926,,,,3041,0,Blank,BLANK,OK,False,False,False,False,1661.0,0.0,69333.625
2024-08,2024,8,3,Import,Nova Scotia,Brazil,"Other seals, of vulcanized rubber, o/t hard rubber, o/t oil seals, nes",00,0000,000000,00000040,0000004016,,,,12,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-09,2024,9,3,Import,Nova Scotia,Brazil,"Leather,bov/equ,nes,sides,grain splits,parch-dress,prep a tan/crustg,w/o hair on",00,0000,000000,00000041,0000004107,,,,190991,6776,Area in square metres,MTK,OK,True,False,False,True,4328.0,0.0,54854.25
2024-12,2024,12,4,Import,Nova Scotia,Brazil,"Leather,bov/equ,nes,sides,grain splits,parch-dress,prep a tan/crustg,w/o hair on",00,0000,000000,00000041,0000004107,,,,22491,355,Area in square metres,MTK,OK,True,False,False,False,4328.0,0.0,54854.25
2025-01,2025,1,1,Import,Nova Scotia,Brazil,"Leather,bov/equ,nes,sides,grain splits,parch-dress,prep a tan/crustg,w/o hair on",00,0000,000000,00000041,0000004107,,,,134568,5528,Area in square metres,MTK,OK,True,False,False,True,4328.0,0.0,54854.25
2025-09,2025,9,3,Import,Nova Scotia,Brazil,"Doors, of wood, o/t of tropical wood, nes",00,0000,000000,00000044,0000004418,,,,86193,1344,Number,NMB,OK,True,False,False,False,10365.0,0.0,153842.0
2024-07,2024,7,3,Import,Nova Scotia,Brazil,"Frames and thresholds, for doors, of wood, o/t of tropical wood",00,0000,000000,00000044,0000004418,,,,4191,320,Number,NMB,OK,True,False,False,False,10365.0,0.0,153842.0
2025-08,2025,8,3,Import,Nova Scotia,Brazil,"Builder's joinery and carpentry, of wood, o/t bamboo, nes",00,0000,000000,00000044,0000004418,,,,7595,0,Blank,BLANK,OK,False,False,False,False,10365.0,0.0,153842.0
2025-12,2025,12,4,Import,Nova Scotia,Brazil,"Paper & paperboard,kraftliner,unctd,unbleached,in rolls/sht,o/t No 48.02/48.03",00,0000,000000,00000048,0000004804,,,,59877,73,Weight in metric tonne,TNE,OK,True,False,False,False,7465.5,0.0,175810.125
2025-04,2025,4,2,Import,Nova Scotia,Brazil,"Paper & paperboard,kraftliner,uncoated,bleached,in rolls/sht,o/t No 48.02/48.03",00,0000,000000,00000048,0000004804,,,,375402,341,Weight in metric tonne,TNE,OK,True,False,False,True,7465.5,0.0,175810.125
2024-07,2024,7,3,Import,Nova Scotia,Brazil,"Paper & paperboard,kraft,unctd,bleached,rolls/sht,<=150g/m2,o/t No 48.02/03,nes",00,0000,000000,00000048,0000004804,,,,33841,26,Weight in metric tonne,TNE,OK,True,False,False,False,7465.5,0.0,175810.125
2025-01,2025,1,1,Import,Nova Scotia,Brazil,"Paper & paperboard,kraft,unctd,bleached,rolls/sht,<=150g/m2,o/t No 48.02/03,nes",00,0000,000000,00000048,0000004804,,,,30358,23,Weight in metric tonne,TNE,OK,True,False,False,False,7465.5,0.0,175810.125
2025-07,2025,7,3,Import,Nova Scotia,Brazil,"Containers, packing, of paper or paperboard, nes",00,0000,000000,00000048,0000004819,,,,14133,5460,Weight in kilograms,KGM,OK,True,False,False,False,7465.5,0.0,175810.125
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Tiles,of ceramic,glazed,with a surface area >= 103cm2, water absorp coef <= 0.5%",00,0000,000000,00000069,0000006907,,,,19317,2464,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2024-09,2024,9,3,Import,Nova Scotia,Brazil,"Flags,pav,hearth/wall tiles,ceram, glazed, absorp>0.5%<=10%, o/t 6907.30/40, nes",00,0000,000000,00000069,0000006907,,,,8199,1828,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2024-03,2024,3,1,Import,Nova Scotia,Brazil,"Mosaic tiles, ceramic, glazed, surface area >= 103 cm2, o/t 6907.40",00,0000,000000,00000069,0000006907,,,,1722,147,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2025-07,2025,7,3,Import,Nova Scotia,Brazil,"Mosaic tiles, ceramic, glazed, surface area >= 103 cm2, o/t 6907.40",00,0000,000000,00000069,0000006907,,,,2019,28,Area in square metres,MTK,OK,True,False,False,False,2014.0,0.0,26367.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Bars,rods,tire cord-qlty stl wire,def Stat Note2,hr,iwc,cc-s<14mm,n temp/etc,nes",00,0000,000000,00000072,0000007213,,,,400070,160656,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2025-12,2025,12,4,Import,Nova Scotia,Brazil,"Bars,rods,tire cord-qlty stl wire,def Stat Note2,hr,iwc,cc-s<14mm,n temp/etc,nes",00,0000,000000,00000072,0000007213,,,,346597,241111,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2025-01,2025,1,1,Import,Nova Scotia,Brazil,"Forged bars and rods of iron or non-alloy steel, hot rolled",00,0000,000000,00000072,0000007214,,,,222107,167566,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2025-10,2025,10,4,Import,Nova Scotia,Brazil,"Forged bars and rods of iron or non-alloy steel, hot rolled",00,0000,000000,00000072,0000007214,,,,215625,167231,Weight in kilograms,KGM,OK,True,False,False,True,10549.0,0.0,161773.5
2024-05,2024,5,2,Import,Nova Scotia,Brazil,"Tools for tapping, of base metal",00,0000,000000,00000082,0000008207,,,,76,1,Number,NMB,OK,True,False,False,False,1007.0,0.0,22003.75
2025-10,2025,10,4,Import,Nova Scotia,Brazil,"Tools for tapping, of base metal",00,0000,000000,00000082,0000008207,,,,635,4,Number,NMB,OK,True,False,False,False,1007.0,0.0,22003.75
2024-01,2024,1,1,Import,Nova Scotia,Brazil,"Parts, including regulators, of hydraulic turbines and water wheels",00,0000,000000,00000084,0000008410,,,,285343,0,Blank,BLANK,OK,False,False,False,True,3527.0,0.0,54860.0
2024-06,2024,6,2,Import,Nova Scotia,Brazil,"Transmission shafts & cranks, including cam shafts & crank shafts, nes",00,0000,000000,00000084,0000008483,,,,10049,0,Blank,BLANK,OK,False,False,False,False,3527.0,0.0,54860.0
2025-04,2025,4,2,Import,Nova Scotia,Brazil,"Generating sets,w compression ignt int combus pstn eng,diesel/semi-dies,>375kVA",00,0000,000000,00000085,0000008502,,,,122991,1,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2025-06,2025,6,2,Import,Nova Scotia,Brazil,"Liquid dielectric transf,with a power handling cap >10,000 kVA but <= 59,000 kVA",00,0000,000000,00000085,0000008504,,,,1230000,8,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2025-12,2025,12,4,Import,Nova Scotia,Brazil,"Parts, nes, of aeroplanes, helicopters or unmanned aircraft",00,0000,000000,00000088,0000008807,,,,11080,0,Blank,BLANK,OK,False,False,False,False,68229.0,0.0,683684.75
2024-02,2024,2,1,Import,Nova Scotia,Brazil,"Structures, floating, nes",00,0000,000000,00000089,0000008907,,,,807,2,Number,NMB,OK,True,False,False,False,25137.5,0.0,227790.5
2025-03,2025,3,1,Import,Nova Scotia,Brazil,"Generating sets,w compression ignt int combus pstn eng,diesel/semi-dies,>375kVA",00,0000,000000,00000085,0000008502,,,,241704,3,Number,NMB,OK,True,False,False,True,1864.5,0.0,34311.0
2024-07,2024,7,3,Import,New Brunswick,Brazil,"Sea fish, nes, frozen,o/t fish of No 03.04,o/t fish offal of Nos 0303.91-0303.99",00,0000,000000,00000003,0000000303,,,,19633,1764,Weight in kilograms,KGM,OK,True,False,False,False,12164.5,0.0,136548.75
2024-02,2024,2,1,Import,New Brunswick,Brazil,"Cuttings and slips, unrooted",00,0000,000000,00000006,0000000602,,,,4473,27300,Number,NMB,OK,True,False,False,True,283.5,0.0,3517.5
2024-02,2024,2,1,Import,New Brunswick,Brazil,"Cut flowers & flower buds f bouquets/ornamental purp,dried/dyed/bl or o/w prepr",00,0000,000000,00000006,0000000603,,,,114,0,Blank,BLANK,OK,False,False,False,False,283.5,0.0,3517.5
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, not certified organic",00,0000,000000,00000009,0000000901,,,,27966,2383,Weight in kilograms,KGM,OK,True,False,False,False,3186.5,0.0,85006.125
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Cut flowers & flower buds f bouquets/ornamental purp,dried/dyed/bl or o/w prepr",00,0000,000000,00000006,0000000603,,,,72,0,Blank,BLANK,OK,False,False,False,False,283.5,0.0,3517.5
2025-05,2025,5,2,Import,New Brunswick,Brazil,"Cut flowers & flower buds f bouquets/ornamental purp,dried/dyed/bl or o/w prepr",00,0000,000000,00000006,0000000603,,,,137,0,Blank,BLANK,OK,False,False,False,False,283.5,0.0,3517.5
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, not certified organic",00,0000,000000,00000009,0000000901,,,,13219,1180,Weight in kilograms,KGM,OK,True,False,False,False,3186.5,0.0,85006.125
2025-06,2025,6,2,Import,New Brunswick,Brazil,"Coffee, not roasted, not decaffeinated, not certified organic",00,0000,000000,00000009,0000000901,,,,254383,18861,Weight in kilograms,KGM,OK,True,False,False,True,3186.5,0.0,85006.125
2025-12,2025,12,4,Import,New Brunswick,Brazil,"Cucumber seeds,f sowing,in bulk/packages >500g,packages >=25g valued>=$5.50/500g",00,0000,000000,00000012,0000001209,,,,338,0,Weight in kilograms,KGM,Error,True,False,False,False,1363.0,0.0,28588.0
2025-11,2025,11,4,Import,New Brunswick,Brazil,"Vegetable seeds,f sowing, bulk/packages >500g,pack >=25g valued >=$5.50/500g,nes",00,0000,000000,00000012,0000001209,,,,440,0,Weight in kilograms,KGM,Error,True,False,False,False,1363.0,0.0,28588.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Vegetable seeds, nes, for sowing, in packs <= 500 g",00,0000,000000,00000012,0000001209,,,,76,0,Weight in kilograms,KGM,Error,True,False,False,False,1363.0,0.0,28588.0
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Raw cane sugar, o/t specified in Subheading Note 2 to this Chapter, nes",00,0000,000000,00000017,0000001701,,,,47007,20,Weight in metric tonne,TNE,OK,True,False,False,False,8149.0,0.0,368605.5
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Orange juice, not frozen, Brix value<=20, in airtight containers",00,0000,000000,00000020,0000002009,,,,23147,7200,Volume in litres,LTR,OK,True,False,False,False,5519.0,0.0,201426.75
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Apple juice,Brix val <=20,unferm,not cont spirit,w/n add sug/sweet,o/t reconstr",00,0000,000000,00000020,0000002009,,,,25840,10325,Volume in litres,LTR,OK,True,False,False,False,5519.0,0.0,201426.75
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1016344,5680765,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Kaolin and other kaolinic clays, w/n calcined",00,0000,000000,00000025,0000002507,,,,1426324,7943415,Weight in kilograms,KGM,OK,True,False,False,True,5035.5,0.0,90339.25
2024-09,2024,9,3,Import,New Brunswick,Brazil,Essential oils of orange,00,0000,000000,00000033,0000003301,,,,56,1,Weight in kilograms,KGM,OK,True,False,False,False,720.0,0.0,16354.5
2025-08,2025,8,3,Import,New Brunswick,Brazil,Edible gelatin,00,0000,000000,00000035,0000003503,,,,3387,204,Weight in kilograms,KGM,OK,True,False,False,False,8360.0,0.0,250131.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,Rubber cement,00,0000,000000,00000035,0000003506,,,,1684,218,Weight in kilograms,KGM,OK,True,False,False,False,8360.0,0.0,250131.0
2025-12,2025,12,4,Import,New Brunswick,Brazil,Rosin and resin acids,00,0000,000000,00000038,0000003806,,,,100,1,Weight in kilograms,KGM,OK,True,False,False,False,13806.0,0.0,207605.25
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Refractory cements,mortars,concretes, sim compstn,incl dolomite ramming mix, nes",00,0000,000000,00000038,0000003816,,,,34433,31077,Weight in kilograms,KGM,OK,True,False,False,False,13806.0,0.0,207605.25
2024-08,2024,8,3,Import,New Brunswick,Brazil,"S-adh plates,sht,film,foil,tape,strip,o flat sh,of plas,rolls wd <=20cm,nfrs,nes",00,0000,000000,00000039,0000003919,,,,48,0,Weight in kilograms,KGM,Error,True,False,False,False,1661.0,0.0,69333.625
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Sacks and bags, including cones, of polymers of ethylene, nes",00,0000,000000,00000039,0000003923,,,,17934,2111,Weight in kilograms,KGM,OK,True,False,False,False,1661.0,0.0,69333.625
2024-02,2024,2,1,Import,New Brunswick,Brazil,"Articles of plastics and articles of other materials of Nos 39.01 to 39.14, nes",00,0000,000000,00000039,0000003926,,,,80,0,Blank,BLANK,OK,False,False,False,False,1661.0,0.0,69333.625
2024-10,2024,10,4,Import,New Brunswick,Brazil,"Tubes,pipes & hoses,of vulcanized rbr, reinf w mat o/t met/tex,w fittings,nes",00,0000,000000,00000040,0000004009,,,,17,0,Weight in kilograms,KGM,Error,True,False,False,False,1135.0,0.0,24358.0
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Pneumatic tires,new,of rubber,for motor cars,incl station wagons and racing cars",00,0000,000000,00000040,0000004011,,,,1879,18,Number,NMB,OK,True,False,False,False,1135.0,0.0,24358.0
2024-05,2024,5,2,Import,New Brunswick,Brazil,"Unvulcanized rubber, compd with carbon black or silica for mfr of tires",00,0000,000000,00000040,0000004005,,,,48073,8758,Weight in kilograms,KGM,OK,True,False,False,True,1135.0,0.0,24358.0
2024-05,2024,5,2,Import,New Brunswick,Brazil,"Tubes,pipes,hoses,for radiators,reinforced or o/w combi w tex mat,w/o fittings",00,0000,000000,00000040,0000004009,,,,22,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2025-04,2025,4,2,Import,New Brunswick,Brazil,"Tires, for use on light trucks, on-highway, radial, new",00,0000,000000,00000040,0000004011,,,,4713,40,Number,NMB,OK,True,False,False,False,1135.0,0.0,24358.0
2025-08,2025,8,3,Import,New Brunswick,Brazil,"Tires, for use on light trucks, on-highway, radial, new",00,0000,000000,00000040,0000004011,,,,19007,110,Number,NMB,OK,True,False,False,False,1135.0,0.0,24358.0
2025-12,2025,12,4,Import,New Brunswick,Brazil,"Tires, for use on light trucks, on-highway, radial, new",00,0000,000000,00000040,0000004011,,,,2557,14,Number,NMB,OK,True,False,False,False,1135.0,0.0,24358.0
2024-05,2024,5,2,Import,New Brunswick,Brazil,"Gaskets,of vulcanized rubber,o/t hard/cellular rbr,for automotive goods of Ch 87",00,0000,000000,00000040,0000004016,,,,88,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Gaskets,of vulcanized rubber,o/t hard/cellular rbr,for automotive goods of Ch 87",00,0000,000000,00000040,0000004016,,,,44,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Oil seals,of vulcanized rubber,o/t hard/cellular rbr,f automotive goods of Ch 87",00,0000,000000,00000040,0000004016,,,,24,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Oil seals,of vulcanized rubber,o/t hard/cellular rbr,f automotive goods of Ch 87",00,0000,000000,00000040,0000004016,,,,4,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Gaskets, of vulcanized rubber, nes",00,0000,000000,00000040,0000004016,,,,177,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Oil seals, of vulcanized rubber, nes",00,0000,000000,00000040,0000004016,,,,184,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Other seals, of vulcanized rubber, o/t hard rubber, o/t oil seals, nes",00,0000,000000,00000040,0000004016,,,,2977,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Vibration control goods,of vulc rubber,o/t hard/cell,f veh of hds 87.01 to 87.05",00,0000,000000,00000040,0000004016,,,,14,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Other seals, of vulcanized rubber, o/t hard rubber, o/t oil seals, nes",00,0000,000000,00000040,0000004016,,,,2524,0,Blank,BLANK,OK,False,False,False,False,1135.0,0.0,24358.0
2024-01,2024,1,1,Import,New Brunswick,Brazil,"Leather,bov/equ,whole,parch-dress,prepared after tanning/crustg,w/o hair on,nes",00,0000,000000,00000041,0000004107,,,,344,5,Area in square metres,MTK,OK,True,False,False,False,4328.0,0.0,54854.25
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Leather,bov/equ,whole,parch-dress,prepared after tanning/crustg,w/o hair on,nes",00,0000,000000,00000041,0000004107,,,,924,21,Area in square metres,MTK,OK,True,False,False,False,4328.0,0.0,54854.25
2025-08,2025,8,3,Import,New Brunswick,Brazil,"Leather,bov/equ,whole,parch-dress,prepared after tanning/crustg,w/o hair on,nes",00,0000,000000,00000041,0000004107,,,,264,6,Area in square metres,MTK,OK,True,False,False,False,4328.0,0.0,54854.25
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Articles of leather or of composition leather, nes",00,0000,000000,00000042,0000004205,,,,130,0,Blank,BLANK,OK,False,False,False,False,601.5,0.0,7516.125
2025-02,2025,2,1,Import,New Brunswick,Brazil,"Furskins, tanned or dressed, whole, not assembled, nes",00,0000,000000,00000043,0000004302,,,,2558,24,Number,NMB,OK,True,False,False,False,5371.0,0.0,35052.25
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Mouldings, construction type, of coniferous",00,0000,000000,00000044,0000004409,,,,54952,26280,Length in metres,MTR,OK,True,False,False,False,10365.0,0.0,153842.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Frames and thresholds, for doors, of wood, o/t of tropical wood",00,0000,000000,00000044,0000004418,,,,18317,596,Number,NMB,OK,True,False,False,False,10365.0,0.0,153842.0
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Chemical wood pulp,soda/sulphate,o/t dissolving grade,non-coniferous, bleached",00,0000,000000,00000047,0000004703,,,,4035426,3680,Metric tonne air dry,TSD,OK,True,False,False,False,2278006.0,0.0,15012338.0
2025-01,2025,1,1,Import,New Brunswick,Brazil,"Chemical wood pulp,soda/sulphate,o/t dissolving grade,non-coniferous, bleached",00,0000,000000,00000047,0000004703,,,,5322354,8114,Metric tonne air dry,TSD,OK,True,False,False,False,2278006.0,0.0,15012338.0
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Chemical wood pulp,soda/sulphate,o/t dissolving grade,non-coniferous, bleached",00,0000,000000,00000047,0000004703,,,,3523064,5073,Metric tonne air dry,TSD,OK,True,False,False,False,2278006.0,0.0,15012338.0
2025-09,2025,9,3,Import,New Brunswick,Brazil,"Paper & paperboard,kraft,unctd,bleached,rolls/sht,<=150g/m2,o/t No 48.02/03,nes",00,0000,000000,00000048,0000004804,,,,34649,25,Weight in metric tonne,TNE,OK,True,False,False,False,7465.5,0.0,175810.125
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Registers,account,note,order & receipt books,letter & memo pads etc, of paper",00,0000,000000,00000048,0000004820,,,,10,6,Number,NMB,OK,True,False,False,False,7465.5,0.0,175810.125
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Bobbins,spools,cops&sim supports of ppr pulp,ppr/pprbrd, w/n perfo/hardened,nes",00,0000,000000,00000048,0000004822,,,,218375,97599,Weight in kilograms,KGM,OK,True,False,False,True,7465.5,0.0,175810.125
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Bobbins,spools,cops&sim supports of ppr pulp,ppr/pprbrd, w/n perfo/hardened,nes",00,0000,000000,00000048,0000004822,,,,161288,58242,Weight in kilograms,KGM,OK,True,False,False,False,7465.5,0.0,175810.125
2025-10,2025,10,4,Import,New Brunswick,Brazil,"Bobbins,spools,cops&sim supports of ppr pulp,ppr/pprbrd, w/n perfo/hardened,nes",00,0000,000000,00000048,0000004822,,,,68530,19112,Weight in kilograms,KGM,OK,True,False,False,False,7465.5,0.0,175810.125
2025-03,2025,3,1,Import,New Brunswick,Brazil,"Textbooks, post-secondary school",00,0000,000000,00000049,0000004901,,,,210,42,Number,NMB,OK,True,False,False,False,112.0,0.0,2006.25
2025-11,2025,11,4,Import,New Brunswick,Brazil,"Wood continuously shaped along any of its edges/ends/faces,of non-coniferous,nes",00,0000,000000,00000044,0000004409,,,,16505,13,Volume in cubic metres,MTQ,OK,True,False,False,False,10365.0,0.0,153842.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Cotton yarn, o/t sewing thread, >=85% by weight of cotton,put up for retail sale",00,0000,000000,00000052,0000005207,,,,12,1,Weight in kilograms,KGM,OK,True,False,False,False,469.0,0.0,5240.0
2024-06,2024,6,2,Import,New Brunswick,Brazil,"Cotton yarn, o/t sewing thread, >=85% by weight of cotton,put up for retail sale",00,0000,000000,00000052,0000005207,,,,10,0,Weight in kilograms,KGM,Error,True,False,False,False,469.0,0.0,5240.0
2024-11,2024,11,4,Import,New Brunswick,Brazil,"Cotton yarn, o/t sewing thread, >=85% by weight of cotton,put up for retail sale",00,0000,000000,00000052,0000005207,,,,12,0,Weight in kilograms,KGM,Error,True,False,False,False,469.0,0.0,5240.0
2024-03,2024,3,1,Import,New Brunswick,Brazil,"Yarn of polyester staple fibres, not put up, nes",00,0000,000000,00000055,0000005509,,,,56,0,Weight in kilograms,KGM,Error,True,False,False,False,154.0,0.0,1625.5
2024-09,2024,9,3,Import,New Brunswick,Brazil,"Yarn of polyester staple fibres, not put up, nes",00,0000,000000,00000055,0000005509,,,,86,1,Weight in kilograms,KGM,OK,True,False,False,False,154.0,0.0,1625.5
2025-07,2025,7,3,Import,New Brunswick,Brazil,"Carpets of other textile materials, woven, made up, nes",00,0000,000000,00000057,0000005702,,,,1718,96,Area in square metres,MTK,OK,True,False,False,False,2400.0,0.0,12641.75
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Cotton yarn, o/t sewing thread, >=85% by weight of cotton,put up for retail sale",00,0000,000000,00000052,0000005207,,,,8,1,Weight in kilograms,KGM,OK,True,False,False,False,469.0,0.0,5240.0
2025-05,2025,5,2,Import,New Brunswick,Brazil,"Natural or artificial abrasive, powder/grain, on woven textile fabric base only",00,0000,000000,00000068,0000006805,,,,142,3,Weight in kilograms,KGM,OK,True,False,False,False,7557.0,0.0,128284.0
2024-04,2024,4,2,Import,New Brunswick,Brazil,"Natural or artificial abrasive, powder or grain, on a base of other materials",00,0000,000000,00000068,0000006805,,,,59,1,Weight in kilograms,KGM,OK,True,False,False,False,7557.0,0.0,128284.0
2024-12,2024,12,4,Import,New Brunswick,Brazil,"Natural or artificial abrasive, powder or grain, on a base of other materials",00,0000,000000,00000068,0000006805,,,,5,0,Weight in kilograms,KGM,Error,True,False,False,False,7557.0,0.0,128284.0
2024-08,2024,8,3,Import,New Brunswick,Brazil,"Brake linings and pads, nes, not containing asbestos",00,0000,000000,00000068,0000006813,,,,8279,0,Blank,BLANK,OK,False,False,False,False,7557.0,0.0,128284.0
